Sequence Name	Annotation GO ID
TU860	GO:0003676,GO:0008168,GO:0032259
TU854	
TU853	
TU855	
TU863	
TU864	
TU862	
TU867	
TU866	
TU865	
TU868	
TU869	
TU871	GO:0019222
TU872	
TU870	
TU873	
TU874	
TU875	GO:0016020
TU877	
TU876	
TU878	
TU880	
TU879	
TU881	GO:0003677
TU882	
TU883	
TU885	
TU887	
TU886	
TU884	
TU889	
TU888	
TU890	
TU893	
TU892	GO:0005515,GO:0005634,GO:0006355,GO:0007464,GO:0007526,GO:0008406,GO:0016199,GO:0035167,GO:0045467,GO:0045476,GO:0048813
TU891	
TU899	
TU897	
TU898	
TU895	
TU894	
TU900	
TU896	
TU901	
TU902	GO:0003676
TU903	
TU904	
TU905	
TU913	
TU911	
TU910	
TU912	
TU906	
TU907	
TU908	GO:0003676
TU909	GO:0003676
TU916	
TU914	
TU915	
TU917	
TU919	
TU918	GO:0016020
TU921	
TU920	
TU922	
TU924	
TU923	
TU927	
TU925	
TU926	
TU928	
TU929	GO:0016021
TU931	GO:0016021
TU930	
TU934	
TU935	GO:0005488
TU938	
TU936	GO:0005488
TU937	
TU932	
TU933	GO:0003677,GO:0006310,GO:0015074
TU939	GO:0003677,GO:0006310,GO:0015074
TU940	GO:0003677,GO:0006310,GO:0015074
TU941	GO:0003677,GO:0006310,GO:0015074
TU942	
TU943	
TU944	
TU949	
TU945	
TU946	
TU948	
TU950	
TU947	
TU951	
TU952	
TU955	GO:0005515,GO:0051171,GO:0060255,GO:0080090
TU953	GO:0005515,GO:0005634,GO:0006357
TU954	GO:0005515,GO:0005634,GO:0006357
TU956	GO:0005515,GO:0005634,GO:0006357
TU958	
TU959	
TU960	
TU957	GO:0005515
TU962	GO:0003676,GO:0009987
TU961	GO:0003676
TU963	
TU964	GO:0003677
TU965	GO:0003677,GO:0019222
TU966	GO:0019222
TU967	
TU968	
TU969	
TU970	
TU971	
TU972	
TU975	
TU977	GO:0019222
TU978	
TU973	GO:0003677
TU974	GO:0003677
TU976	GO:0003677,GO:0006355
TU1006	
TU1007	
TU985	
TU997	
TU1001	
TU1002	
TU1003	
TU1005	
TU986	
TU991	
TU992	
TU995	
TU996	
TU1008	
TU1009	
TU1010	GO:0003677
TU1011	GO:0003677
TU1012	GO:0003677
TU1019	GO:0003676
TU980	
TU1015	
TU1017	
TU1018	GO:0003676
TU979	
TU1020	
TU1016	GO:0003676
TU1014	
TU1021	
TU1013	
TU981	GO:0004518
TU982	GO:0004518
TU1022	GO:0008168,GO:0032259
TU1023	GO:0008168,GO:0032259
TU1024	
TU1025	
TU989	
TU1000	
TU1004	
TU987	
TU988	
TU990	
TU993	
TU994	
TU998	
TU999	
TU983	
TU984	
TU1026	
TU1027	
TU1028	
TU1029	GO:0019222
TU1030	GO:0019222
TU1031	GO:0019222
TU1034	
TU1036	
TU1035	
TU1033	
TU1032	
TU1038	
TU1042	
TU1039	
TU1043	
TU1037	
TU1040	
TU1041	
TU1044	GO:0003677,GO:0006310,GO:0015074
TU1045	
TU1046	GO:0019222
TU1047	
TU1048	
TU1049	
TU1054	
TU1050	
TU1051	
TU1055	
TU1059	GO:0005737,GO:0006511,GO:0007275,GO:0008270
TU1056	GO:0005737,GO:0006511,GO:0007275
TU1057	GO:0005737,GO:0006511,GO:0007275
TU1058	GO:0005737,GO:0006511,GO:0007275
TU1052	GO:0005737,GO:0006511,GO:0007275
TU1060	
TU1053	
TU1061	GO:0000287,GO:0004674,GO:0004712,GO:0005515,GO:0005524,GO:0006468,GO:0032655,GO:0106310
TU1062	GO:0000287,GO:0004674,GO:0004712,GO:0005515,GO:0005524,GO:0006468,GO:0032655,GO:0106310
TU1071	GO:0045944,GO:0046983
TU1070	GO:0045944,GO:0046983
TU1065	GO:0045944,GO:0046983
TU1067	GO:0045944,GO:0046983
TU1069	GO:0045944,GO:0046983
TU1068	GO:0045944,GO:0046983
TU1064	GO:0045944,GO:0046983
TU1066	GO:0045944,GO:0046983
TU1063	
TU1072	
TU1073	GO:0005635,GO:0016021
TU1075	GO:0110165
TU1074	GO:0110165
TU1077	
TU1076	
TU1078	
TU1079	
TU1080	
TU1081	
TU1082	
TU1083	GO:0006478,GO:0008476
TU1084	GO:0006478,GO:0008476
TU1085	GO:0006478,GO:0008476
TU1086	GO:0006478,GO:0008476
TU1087	GO:0005524,GO:0016021,GO:0055085,GO:0140359
TU1088	GO:0008083
TU1089	GO:0004843,GO:0005634,GO:0019784,GO:0043130,GO:0071108
TU1090	GO:0005524,GO:0016887
TU1091	GO:0005524,GO:0016887
TU1092	GO:0005887,GO:0022841,GO:0030322,GO:0071805
TU1094	GO:0005887,GO:0022841,GO:0030322,GO:0071805
TU1095	GO:0005887,GO:0022841,GO:0030322,GO:0071805
TU1093	GO:0005887,GO:0022841,GO:0030322,GO:0071805
TU1098	
TU1100	
TU1099	
TU1101	
TU1096	
TU1097	
TU1102	GO:0004497,GO:0005506,GO:0016021,GO:0016705,GO:0020037
TU1106	GO:0004497,GO:0005506,GO:0016705,GO:0020037
TU1109	GO:0004497,GO:0005506,GO:0016705,GO:0020037
TU1105	GO:0004497,GO:0005506,GO:0016705,GO:0020037
TU1110	GO:0004497,GO:0005506,GO:0016705,GO:0020037
TU1103	GO:0004497,GO:0005506,GO:0016705,GO:0020037
TU1108	GO:0004497,GO:0005506,GO:0016705,GO:0020037
TU1104	GO:0004497,GO:0005506,GO:0016705,GO:0020037
TU1107	GO:0004497,GO:0005506,GO:0016705,GO:0020037
TU1111	GO:0008168,GO:0032259
TU1112	
TU1113	
TU1115	GO:0016614,GO:0050660
TU1116	GO:0016614,GO:0050660
TU1114	GO:0005549
TU1117	
TU1118	GO:0003743,GO:0003924,GO:0005525,GO:0006413
TU1120	GO:0007275,GO:0009966,GO:0016020
TU1125	
TU1124	
TU1123	GO:0006810,GO:0016020
TU1119	GO:0007275,GO:0009966,GO:0016020
TU1121	GO:0007275,GO:0009966,GO:0016020
TU1122	GO:0007275,GO:0009966,GO:0016020
TU1127	GO:0004181,GO:0006508,GO:0008270
TU1128	GO:0004181,GO:0006508,GO:0008270
TU1129	GO:0004181,GO:0006508,GO:0008270
TU1130	GO:0004181,GO:0006508,GO:0008270
TU1131	GO:0004181,GO:0006508,GO:0008270
TU1133	GO:0004181,GO:0006508,GO:0008270
TU1132	GO:0004181,GO:0006508,GO:0008270
TU1126	
TU1134	GO:0000154,GO:0005524,GO:0005730,GO:0008080,GO:0042274,GO:0051391
TU1135	GO:0000154,GO:0005524,GO:0005730,GO:0008080,GO:0042274,GO:0051391
TU1136	GO:0000139,GO:0005515,GO:0005829
TU1137	GO:0005509,GO:0008597,GO:0050790
TU1141	GO:0005262,GO:0005515,GO:0034703,GO:0050896,GO:0070588
TU1138	GO:0005262,GO:0005515,GO:0016020,GO:0070588
TU1140	GO:0007165
TU1139	GO:0005262,GO:0016020,GO:0070588
TU1142	
TU1147	GO:0004843,GO:0016579
TU1148	GO:0005509,GO:0016787
TU1149	GO:0016021,GO:0016787
TU1143	
TU1144	GO:0004518,GO:0046872
TU1150	
TU1146	
TU1145	GO:0071569
TU1151	GO:0004725,GO:0005515,GO:0016021,GO:0035335
TU1152	GO:0004725,GO:0005515,GO:0016021,GO:0035335
TU1153	GO:0004725,GO:0005515,GO:0016021,GO:0035335
TU1154	GO:0004725,GO:0005515,GO:0016021,GO:0035335
TU1155	GO:0003824,GO:0016021,GO:0030151,GO:0030170
TU1156	GO:0005515
TU1157	GO:0003676,GO:0004386,GO:0005515,GO:0005524,GO:0022414,GO:0046872
TU1158	GO:0003676,GO:0004386,GO:0005515,GO:0005524,GO:0022414,GO:0046872
TU1161	GO:0004674,GO:0005524,GO:0006468
TU1159	GO:0004674,GO:0005524,GO:0006468
TU1160	GO:0004674,GO:0005524,GO:0006468
TU1163	
TU1162	
TU1164	
TU1165	GO:0008083
TU1167	GO:0005085,GO:0005515
TU1166	GO:0005085,GO:0005515
TU1172	
TU1171	
TU1173	GO:0016021
TU1169	
TU1170	
TU1168	GO:0016021
TU1174	GO:0003743,GO:0005669,GO:0006413,GO:0016251,GO:0051123
TU1175	
TU1176	
TU1177	
TU1178	
TU1179	GO:0006814,GO:0006885,GO:0015385,GO:0016021,GO:0055085
TU1180	GO:0006814,GO:0006885,GO:0015385,GO:0016021,GO:0055085
TU1181	GO:0006814,GO:0006885,GO:0015385,GO:0016021,GO:0055085
TU1182	GO:0006814,GO:0006885,GO:0015385,GO:0016021,GO:0055085
TU1183	
TU1190	GO:0003676,GO:0003724,GO:0005524,GO:0016887,GO:0043229
TU1191	GO:0003676,GO:0003724,GO:0005524,GO:0016887,GO:0043229
TU1186	
TU1187	
TU1189	
TU1192	
TU1184	
TU1185	
TU1188	
TU1193	
TU1194	
TU1195	
TU1196	GO:0003677,GO:0006355
TU1197	
TU1198	
TU1199	GO:0005789,GO:0006886,GO:0006888,GO:0008270,GO:0030127
TU1200	GO:0005789,GO:0006886,GO:0006888,GO:0008270,GO:0030127
TU1201	GO:0005789,GO:0006886,GO:0006888,GO:0008270,GO:0030127
TU1202	GO:0005789,GO:0006886,GO:0006888,GO:0008270,GO:0030127
TU1203	GO:0005789,GO:0006886,GO:0006888,GO:0008270,GO:0030127
TU1204	GO:0005730,GO:0008270
TU1205	GO:0005730,GO:0008270
TU1206	GO:0005515
TU1207	GO:0005739,GO:0006412,GO:0008168,GO:0032259
TU1210	GO:0003951,GO:0016310
TU1211	GO:0004805,GO:0005992,GO:0016311
TU1208	GO:0006412,GO:0042586,GO:0046872
TU1209	GO:0006412,GO:0042586,GO:0046872
TU1214	
TU1215	
TU1216	
TU1212	
TU1213	GO:0003735,GO:0006412,GO:0022625
TU1218	GO:0006564,GO:0016311,GO:0036424,GO:0046872
TU1217	
TU1219	GO:0005634
TU1220	GO:0004016,GO:0005887,GO:0007189,GO:0009190,GO:0035556
TU1222	GO:0004016,GO:0005887,GO:0007189,GO:0009190,GO:0035556
TU1223	GO:0004016,GO:0005887,GO:0007189,GO:0009190,GO:0035556
TU1224	GO:0004016,GO:0005887,GO:0007189,GO:0009190,GO:0035556
TU1226	GO:0004016,GO:0005887,GO:0007189,GO:0009190,GO:0035556
TU1225	GO:0009190,GO:0009975,GO:0016021,GO:0016849,GO:0035556
TU1221	
TU1227	GO:0005515,GO:0016021
TU1228	
TU1229	GO:0000276,GO:0015078,GO:0015986
TU1230	GO:0000902,GO:0005737,GO:0007023,GO:0015631
TU1231	GO:0046872
TU1233	
TU1234	
TU1232	
TU1235	GO:0005515
TU1236	GO:0005515
TU1237	GO:0005515
TU1238	GO:0005525
TU1239	GO:0005525
TU1241	GO:0005912
TU1240	GO:0005977,GO:0008184,GO:0030170,GO:0102250,GO:0102499
TU1245	GO:0046872
TU1243	GO:0046872
TU1242	GO:0046872
TU1244	GO:0046872
TU1246	GO:0003723,GO:0008270
TU1247	GO:0003723,GO:0008270
TU1248	GO:0003723,GO:0008270
TU1249	GO:0003723,GO:0008270
TU1250	GO:0003723,GO:0008270
TU1251	GO:0003723,GO:0008270
TU1252	GO:0003723,GO:0008270
TU1253	GO:0005515,GO:0005634,GO:0006355,GO:0008270,GO:0031507
TU1254	GO:0005515,GO:0005634,GO:0006355,GO:0031507
TU1255	GO:0046983
TU1257	
TU1256	GO:0046983
TU1258	GO:0003677,GO:0005634
TU1259	GO:0003735,GO:0005840,GO:0006412
TU1261	GO:0003735,GO:0005840,GO:0006412
TU1262	
TU1260	GO:0003735,GO:0005840,GO:0006412
TU1263	GO:0005515
TU1264	GO:0005737,GO:0006511,GO:0016021,GO:0016567,GO:0046872,GO:0061630
TU1265	GO:0005737,GO:0006511,GO:0016021,GO:0016567,GO:0046872,GO:0061630
TU1266	GO:0005737,GO:0006511,GO:0016021,GO:0016567,GO:0046872,GO:0061630
TU1267	GO:0005737,GO:0006511,GO:0016021,GO:0016567,GO:0046872,GO:0061630
TU1268	GO:0005737,GO:0006511,GO:0016021,GO:0016567,GO:0046872,GO:0061630
TU1271	GO:0004497,GO:0005777,GO:0008218
TU1269	GO:0005634,GO:0005737,GO:0006470,GO:0019888,GO:0030289,GO:0050790
TU1270	GO:0006259
TU1273	
TU1274	
TU1275	
TU1272	
TU1277	
TU1278	GO:0016021,GO:0016787
TU1279	GO:0016021,GO:0016787
TU1280	GO:0016021,GO:0016787
TU1281	GO:0016021,GO:0016787
TU1276	GO:0000178,GO:0005634,GO:0005737,GO:0006396
TU1282	GO:0003677,GO:0005515,GO:0005634,GO:0046872
TU1283	
TU1285	GO:0000981,GO:0003677,GO:0005634,GO:0006357
TU1288	GO:0003677,GO:0005634
TU1284	GO:0003677,GO:0005634
TU1286	GO:0003677,GO:0005634
TU1287	GO:0003677,GO:0005634
TU1289	GO:0003677,GO:0005634
TU1290	
TU1291	GO:0005096,GO:0005516,GO:0005737,GO:0032956,GO:0050790,GO:0051015
TU1292	
TU1294	
TU1293	
TU1295	
TU1298	GO:0046872
TU1296	GO:0046872
TU1297	GO:0046872
TU1300	
TU1299	
TU1301	
TU1303	
TU1302	
TU1304	GO:0003677
TU1309	
TU1307	GO:0005509,GO:0005515,GO:0009987,GO:0048856
TU1308	GO:0005509,GO:0005515,GO:0009653,GO:0016043,GO:0016301,GO:0016310,GO:0030154,GO:0048513,GO:0110165
TU1310	GO:0005509,GO:0005515
TU1305	
TU1306	
TU1311	
TU1316	
TU1315	GO:0005515
TU1317	
TU1318	
TU1319	
TU1312	GO:0007160
TU1313	GO:0007160
TU1314	GO:0007160
TU1320	
TU1321	
TU1322	
TU1323	GO:0001932,GO:0005952,GO:0008603,GO:0016301,GO:0030552,GO:0050790
TU1324	GO:0017108,GO:0017116,GO:0033567,GO:0097159,GO:1901363
TU1329	
TU1327	
TU1328	
TU1325	GO:0016021
TU1326	
TU1332	
TU1330	
TU1331	
TU1333	GO:0003746,GO:0003924,GO:0005525,GO:0006414
TU1334	
TU1335	
TU1343	
TU1341	
TU1342	
TU1340	
TU1336	
TU1337	
TU1338	
TU1339	
TU1344	
TU1346	
TU1345	
TU1347	GO:0003677,GO:0006313,GO:0015074
TU1348	
TU1349	GO:0003993
TU1350	GO:0005244,GO:0005262,GO:0016021,GO:0034765,GO:0070588
TU1353	
TU1351	GO:0016021
TU1356	
TU1355	
TU1354	
TU1352	GO:0016021
TU1357	
TU1363	GO:0007165
TU1358	
TU1359	
TU1360	
TU1361	GO:0003676
TU1362	GO:0003676
TU1364	GO:0000287,GO:0005524,GO:0016310,GO:0032957,GO:0047325,GO:0052725,GO:0052726
TU1365	GO:0000287,GO:0005524,GO:0016310,GO:0032957,GO:0047325,GO:0052725,GO:0052726
TU1366	GO:0000287,GO:0005524,GO:0016310,GO:0032957,GO:0047325,GO:0052725,GO:0052726
TU1367	GO:0000184
TU1372	GO:0004674,GO:0004712,GO:0005524,GO:0005737,GO:0006468,GO:0016787,GO:0042254,GO:0046872,GO:0106310
TU1374	GO:0004674,GO:0004712,GO:0005524,GO:0005737,GO:0006468,GO:0016787,GO:0042254,GO:0046872,GO:0106310
TU1368	
TU1369	
TU1370	
TU1371	GO:0004674,GO:0004712,GO:0005524,GO:0005737,GO:0006468,GO:0016787,GO:0042254,GO:0046872,GO:0106310
TU1373	GO:0004674,GO:0004712,GO:0005524,GO:0005737,GO:0006468,GO:0016787,GO:0042254,GO:0046872,GO:0106310
TU1375	GO:0004674,GO:0004712,GO:0005524,GO:0005737,GO:0006468,GO:0016787,GO:0042254,GO:0046872,GO:0106310
TU1376	GO:0042302
TU1377	
TU1378	GO:0003677,GO:0006310,GO:0015074
TU1379	GO:0003676
TU1380	GO:0003735,GO:0005840,GO:0006412
TU1383	
TU1381	
TU1382	
TU1384	
TU1386	GO:0003677,GO:0005634,GO:0016740
TU1385	
TU1389	GO:0005524,GO:0043190,GO:0055085
TU1388	GO:0005524,GO:0043190,GO:0055085
TU1387	GO:0005524,GO:0043190,GO:0055085
TU1390	
TU1391	
TU1392	GO:0003677,GO:0006313,GO:0015074,GO:0016829
TU1393	
TU1396	
TU1398	
TU1399	
TU1397	
TU1400	GO:0003676
TU1401	
TU1395	
TU1402	GO:0003676
TU1394	
TU1403	
TU1404	
TU1405	
TU1406	
TU1411	
TU1412	
TU1407	GO:0003676,GO:0006351,GO:0016829
TU1408	GO:0003997,GO:0005777,GO:0006635,GO:0009058,GO:0071949
TU1409	GO:0003997,GO:0005777,GO:0006635,GO:0009058,GO:0071949
TU1413	GO:0003677,GO:0005515
TU1410	
TU1414	GO:0005515,GO:0016226,GO:0097361
TU1415	
TU1416	GO:0006364,GO:0042134
TU1418	GO:0004843,GO:0016579
TU1419	GO:0004843,GO:0016579
TU1420	GO:0004843,GO:0016579
TU1417	
TU1421	
TU1422	
TU1423	
TU1426	
TU1427	
TU1428	GO:0005515
TU1425	
TU1424	
TU1429	GO:0016567
TU1435	GO:0005515,GO:0007165
TU1437	GO:0004843,GO:0016579
TU1438	
TU1436	
TU1430	GO:0000166,GO:0004806,GO:0005576,GO:0006629,GO:0016021
TU1431	GO:0004806,GO:0005576,GO:0006629,GO:0016021
TU1432	GO:0004806,GO:0005576,GO:0006629,GO:0016021
TU1434	GO:0004806,GO:0005576,GO:0006629,GO:0016021
TU1433	GO:0004674,GO:0005524,GO:0006468
TU1439	GO:0000398,GO:0005515,GO:0005686,GO:0030620
TU1440	GO:0000398,GO:0005515,GO:0030620
TU1441	GO:0006633,GO:0009922,GO:0016021,GO:0102756
TU1442	GO:0006633,GO:0009922,GO:0016021,GO:0102756
TU1444	GO:0046983
TU1443	
TU1445	GO:0009922,GO:0019367,GO:0030148,GO:0030176,GO:0034625,GO:0034626,GO:0042761,GO:0102756
TU1448	GO:0006629
TU1447	GO:0009922,GO:0019367,GO:0030148,GO:0030176,GO:0034625,GO:0034626,GO:0042761,GO:0102756
TU1446	GO:0009922,GO:0019367,GO:0030148,GO:0030176,GO:0034625,GO:0034626,GO:0042761,GO:0102756
TU1459	GO:0004672,GO:0005524,GO:0006468
TU1455	GO:0004672,GO:0005524,GO:0006468
TU1458	GO:0004672,GO:0005524,GO:0006468
TU1460	GO:0004672,GO:0005524,GO:0006468
TU1449	GO:0004672,GO:0005524,GO:0006468
TU1450	GO:0000165,GO:0004707,GO:0004712,GO:0005524,GO:0005634,GO:0005737,GO:0006468,GO:0009605,GO:0033554,GO:0106310
TU1451	GO:0004672,GO:0005524,GO:0006468
TU1453	GO:0004672,GO:0005524,GO:0006468
TU1454	GO:0000165,GO:0004707,GO:0004712,GO:0005524,GO:0005634,GO:0005737,GO:0006468,GO:0009605,GO:0033554,GO:0106310
TU1457	GO:0004672,GO:0005524,GO:0006468
TU1452	GO:0004672,GO:0005524,GO:0006468
TU1456	GO:0000165,GO:0004707,GO:0004712,GO:0005524,GO:0005634,GO:0005737,GO:0006468,GO:0009605,GO:0033554,GO:0106310
TU1461	
TU1462	
TU1463	
TU1464	GO:0016021
TU1465	
TU1466	GO:0016021
TU1468	GO:0016021
TU1467	GO:0016021
TU1469	GO:0000178,GO:0003723,GO:0005737
TU1470	GO:0005783,GO:0030246,GO:0030433,GO:0030968
TU1471	GO:0022857,GO:0055085
TU1478	
TU1481	
TU1483	
TU1477	
TU1475	
TU1476	
TU1479	
TU1480	
TU1482	
TU1484	
TU1472	
TU1473	
TU1474	GO:0005956,GO:0019887
TU1485	GO:0000184,GO:0005515
TU1486	GO:0005524,GO:0016226,GO:0016887,GO:0051539
TU1487	GO:0005737,GO:0016021
TU1488	GO:0000398,GO:0005515,GO:0005634,GO:0005737,GO:0006464,GO:0031386
TU1489	
TU1491	
TU1490	
TU1492	
TU1493	GO:0000977,GO:0000981,GO:0005634,GO:0006357,GO:0042127,GO:0048856
TU1494	
TU1496	GO:0016020,GO:0044260,GO:0080019
TU1495	
TU1497	
TU1498	GO:0051179
TU1500	
TU1499	
TU1501	
TU1502	
TU1503	
TU1504	
TU1506	GO:0003779,GO:0005737,GO:0005856,GO:0005886,GO:0005912,GO:0009887,GO:0030182
TU1505	
TU1507	GO:0016021,GO:0030148,GO:0042284
TU1508	GO:0008418
TU1509	
TU1510	
TU1511	
TU1513	
TU1512	
TU1514	
TU1515	GO:0005515,GO:0009653,GO:0016021,GO:0030154,GO:0071840
TU1516	GO:0004803,GO:0006313
TU1517	GO:0004803,GO:0006313
TU1518	GO:0004803,GO:0006313
TU1519	GO:0004803,GO:0006313
TU1520	GO:0016021,GO:0022857,GO:0055085
TU1521	GO:0001522,GO:0003723,GO:0009982
TU1522	
TU1523	
TU1525	GO:0005515
TU1526	GO:0005515
TU1524	
TU1528	
TU1527	
TU1529	
TU1530	
TU1531	GO:0003677,GO:0004518,GO:0005634
TU1533	GO:0004518
TU1532	GO:0004518
TU1535	
TU1536	
TU1534	
TU1537	GO:0004518,GO:0046872
TU1538	
TU1539	
TU1541	GO:0005789,GO:0005886,GO:0016021,GO:0030314
TU1540	
TU1543	GO:0003857,GO:0004300,GO:0006635,GO:0016507,GO:0070403
TU1542	GO:0003857,GO:0004300,GO:0006635,GO:0016507,GO:0070403
TU1544	
TU1545	
TU1546	GO:0003676,GO:0004824,GO:0005524,GO:0005737,GO:0006430
TU1547	GO:0003712,GO:0006357,GO:0016592
TU1548	GO:0003712,GO:0006357,GO:0016592
TU1549	
TU1550	
TU1551	GO:0003712,GO:0006357,GO:0016592
TU1552	
TU1559	GO:0005262,GO:0005743,GO:0015292,GO:0016021,GO:0051560,GO:0070588
TU1560	GO:0005262,GO:0005743,GO:0015292,GO:0016021,GO:0051560,GO:0070588
TU1553	
TU1554	
TU1555	
TU1558	
TU1557	
TU1556	
TU1561	GO:0003676,GO:0006913,GO:0017056,GO:0031965
TU1568	GO:0005515
TU1565	GO:0005515
TU1567	GO:0005515
TU1566	GO:0005515
TU1562	
TU1563	GO:0004650,GO:0005975
TU1569	
TU1564	GO:0004650,GO:0005975
TU1572	GO:0000976,GO:0000981,GO:0005634,GO:0005737,GO:0006357,GO:0006915,GO:0045892
TU1573	GO:0000976,GO:0000981,GO:0005634,GO:0005737,GO:0006357,GO:0006915,GO:0045892
TU1570	
TU1571	
TU1574	GO:0003677,GO:0046872
TU1575	GO:0003677,GO:0008270
TU1576	
TU1577	GO:0000978,GO:0001228,GO:0005634,GO:0006357
TU1578	GO:0000978,GO:0001228,GO:0005634,GO:0006357
TU1579	
TU1581	GO:0005246,GO:0005509,GO:0005515,GO:0005737,GO:0006816,GO:0016021,GO:0043229
TU1582	GO:0005246,GO:0005509,GO:0005515,GO:0005737,GO:0006816,GO:0016021,GO:0043229
TU1583	GO:0005246,GO:0005509,GO:0005515,GO:0005737,GO:0006816,GO:0016021,GO:0043229
TU1586	
TU1585	GO:0005246,GO:0005509,GO:0005515,GO:0005737,GO:0006816,GO:0016021,GO:0043229
TU1580	GO:0005246,GO:0005509,GO:0005515,GO:0005737,GO:0006816,GO:0016021,GO:0043229
TU1584	GO:0005246,GO:0005509,GO:0005515,GO:0005737,GO:0006816,GO:0016021,GO:0043229
TU1587	
TU1588	
TU1589	
TU1590	
TU1591	
TU1592	
TU1593	
TU1594	GO:0005763
TU1595	
TU1598	
TU1597	
TU1596	
TU1599	GO:0003677
TU1601	
TU1602	
TU1600	GO:0005838,GO:0006508
TU1603	
TU1604	
TU1605	GO:0000062
TU1606	GO:0016021
TU1607	GO:0003824
TU1608	
TU1609	
TU1622	GO:0005506,GO:0008610,GO:0016021,GO:0016491
TU1621	GO:0005506,GO:0008610,GO:0016491
TU1620	GO:0005506,GO:0008610,GO:0016491
TU1611	
TU1612	
TU1610	
TU1619	GO:0007165
TU1613	GO:0016311,GO:0016791
TU1614	GO:0016311,GO:0016791
TU1618	GO:0003865,GO:0006488
TU1615	
TU1616	
TU1631	
TU1626	
TU1624	
TU1627	
TU1623	
TU1630	
TU1628	
TU1625	GO:0005509,GO:0110165
TU1617	GO:0038024
TU1629	GO:0038024
TU1632	GO:0031118,GO:0031120,GO:0031429,GO:0034513,GO:0070034,GO:0090661
TU1634	
TU1633	
TU1635	
TU1636	
TU1637	
TU1638	GO:0005096,GO:0051056
TU1639	GO:0005096,GO:0051056
TU1640	GO:0003735,GO:0006412,GO:0015934
TU1641	GO:0000439,GO:0005675,GO:0006289,GO:0006360,GO:0070816
TU1642	GO:0003824
TU1643	
TU1646	
TU1644	
TU1645	
TU1648	
TU1649	
TU1650	
TU1647	
TU1652	
TU1651	
TU1653	
TU1654	GO:0005375,GO:0016021,GO:0035434
TU1655	
TU1656	GO:0005249,GO:0008076,GO:0034765,GO:0071805
TU1657	GO:0005251,GO:0005516,GO:0008076,GO:0015271,GO:0034765,GO:0097623
TU1658	GO:0005249,GO:0008076,GO:0034765,GO:0071805
TU1659	
TU1660	
TU1661	
TU1662	
TU1663	
TU1664	
TU1665	
TU1666	GO:0005975,GO:0006099,GO:0006108,GO:0030060
TU1667	
TU1670	GO:0005515
TU1668	GO:0005515
TU1671	GO:0003723,GO:0009982,GO:0031119
TU1669	
TU1672	GO:0008201,GO:0016021,GO:0046914
TU1679	GO:0008201,GO:0016021,GO:0046914
TU1680	GO:0008201,GO:0016021,GO:0046914
TU1675	GO:0008201,GO:0016021,GO:0046914
TU1676	GO:0008201,GO:0016021,GO:0046914
TU1673	GO:0008201,GO:0016021,GO:0046914
TU1677	GO:0008201,GO:0016021,GO:0046914
TU1678	GO:0008201,GO:0016021,GO:0046914
TU1674	GO:0008201,GO:0016021,GO:0046914
TU1681	GO:0008201,GO:0016021,GO:0046914
TU1687	GO:0030246
TU1686	GO:0030246
TU1685	GO:0030246
TU1684	
TU1682	GO:0003697,GO:0003899,GO:0005666,GO:0006351
TU1683	GO:0003697,GO:0003899,GO:0005666,GO:0006351
TU1688	
TU1689	GO:0008080
TU1690	
TU1691	GO:0000015,GO:0000287,GO:0004634,GO:0006096
TU1693	GO:0016021,GO:0022857,GO:0055085
TU1692	GO:0016021,GO:0022857,GO:0055085
TU1694	
TU1696	
TU1695	
TU1697	
TU1701	GO:0016020
TU1703	GO:0016020
TU1699	GO:0016020
TU1700	GO:0016020
TU1702	GO:0016020
TU1698	
TU1710	GO:0016020
TU1712	GO:0016020
TU1713	GO:0016020
TU1717	GO:0016020
TU1711	GO:0016020
TU1714	GO:0016020
TU1716	GO:0016020
TU1715	GO:0016020
TU1704	
TU1706	
TU1705	
TU1709	
TU1707	
TU1708	
TU1719	
TU1721	
TU1723	
TU1720	
TU1722	
TU1718	
TU1727	GO:0000981,GO:0003677,GO:0005634,GO:0006357
TU1728	
TU1724	
TU1726	
TU1725	
TU1730	GO:0003700,GO:0005634,GO:0006355,GO:0008270,GO:0043565
TU1729	GO:0003700,GO:0005634,GO:0006355,GO:0008270,GO:0043565
TU1731	
TU1733	
TU1736	GO:0005488
TU1734	
TU1735	
TU1737	
TU1732	
TU1738	
TU1739	
TU1740	
TU1741	
TU1742	
TU1745	
TU1744	
TU1743	
TU1746	
TU1747	GO:0000981,GO:0003677,GO:0005634,GO:0006357
TU1750	
TU1751	
TU1748	
TU1749	
TU1752	
TU1753	GO:0046872
TU1754	
TU1756	
TU1755	
TU1757	GO:0003723,GO:0003724,GO:0005524,GO:0016887,GO:0043229
TU1758	
TU1759	GO:0005634,GO:0008270,GO:0032786
TU1760	GO:0005634,GO:0008270,GO:0032786
TU1761	GO:0005634,GO:0008270,GO:0032786
TU1762	GO:0000139,GO:0005484,GO:0005789,GO:0006888,GO:0006890,GO:0012507,GO:0016021,GO:0031201,GO:0033116,GO:0042470,GO:0048280
TU1767	
TU1763	GO:0000276,GO:0015078,GO:0015986
TU1764	GO:0000813,GO:0015031,GO:0017124,GO:0031902
TU1765	GO:0000813,GO:0015031,GO:0017124,GO:0031902
TU1766	GO:0000813,GO:0015031,GO:0017124,GO:0031902
TU1769	
TU1768	
TU1770	GO:0005515
